city,country,continent,lon,lat,Change_in_HW_Days,Change_in_Tmax,koppen_geiger_class,climate_class_label,climate_class_description,nearest_city_pop_max,pop_group
Santa Rosa,United States of America,North America,-122.34375,38.52105553,92.15686275,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",231792,Medium (50k-500k)
Mt. Shasta,United States of America,North America,-122.34375,41.32257587,90.8496732,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",3855,Small (<50k)
Vancouver,United States of America,North America,-122.34375,45.5248501,90.19607843,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",525802,Large (500k-1M)
Prince George,Canada,North America,-122.34375,53.9293657,78.43137255,0,26,Dfb,"Cold, no dry season, warm summer",65558,Medium (50k-500k)
San Jose,United States of America,North America,-122,37.46835443,86.92810458,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",1668000,Very Large (>1M)
Vallejo,United States of America,North America,-122,38.25,69.93464052,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",146289,Medium (50k-500k)
Chico,United States of America,North America,-122,39.49367089,49.01960784,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",95888,Medium (50k-500k)
Chico,United States of America,North America,-122,39.75,69.28104575,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",95888,Medium (50k-500k)
Mt. Shasta,United States of America,North America,-122,41.25,66.0130719,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",3855,Small (<50k)
Mt. Shasta,United States of America,North America,-122,41.51898734,37.90849673,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",3855,Small (<50k)
Tacoma,United States of America,North America,-122,47.25,60.13071895,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",719868,Large (500k-1M)
Seattle,United States of America,North America,-122,47.59493671,43.1372549,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",3074000,Very Large (>1M)
Monterey,United States of America,North America,-121.875,36.37248993,88.88888889,0,9,Csb,"Temperate, dry summer, warm summer",124288,Medium (50k-500k)
Monterey,United States of America,North America,-121.875,36.37249059,84.96732026,0,9,Csb,"Temperate, dry summer, warm summer",124288,Medium (50k-500k)
San Jose,United States of America,North America,-121.875,37.5,94.77124183,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",1668000,Very Large (>1M)
Berkeley,United States of America,North America,-121.875,37.86997958,71.24183007,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",496356,Medium (50k-500k)
Vallejo,United States of America,North America,-121.875,38.23773599,70.58823529,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",146289,Medium (50k-500k)
Vallejo,United States of America,North America,-121.875,38.23773956,69.28104575,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",146289,Medium (50k-500k)
Chico,United States of America,North America,-121.875,39.74009906,70.58823529,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",95888,Medium (50k-500k)
Chico,United States of America,North America,-121.875,40,62.09150327,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",95888,Medium (50k-500k)
Mt. Shasta,United States of America,North America,-121.875,41.25,44.44444444,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",3855,Small (<50k)
Klamath Falls,United States of America,North America,-121.875,41.96821976,71.89542484,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",42978,Small (<50k)
Klamath Falls,United States of America,North America,-121.875,41.96822027,73.20261438,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",42978,Small (<50k)
Klamath Falls,United States of America,North America,-121.875,42.5,67.32026144,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",42978,Small (<50k)
Klamath Falls,United States of America,North America,-121.875,42.54527717,69.28104575,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",42978,Small (<50k)
Seattle,United States of America,North America,-121.875,47.56392575,75.81699346,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",3074000,Very Large (>1M)
Seattle,United States of America,North America,-121.875,47.56393051,77.77777778,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",3074000,Very Large (>1M)
Everett,United States of America,North America,-121.875,48.15562834,76.47058824,0,9,Csb,"Temperate, dry summer, warm summer",486903,Medium (50k-500k)
Chilliwack,Canada,North America,-121.875,49.09068605,79.73856209,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",51942,Medium (50k-500k)
Chilliwack,Canada,North America,-121.875,49.42914963,78.43137255,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",51942,Medium (50k-500k)
Chilliwack,Canada,North America,-121.875,49.4291537,71.89542484,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",51942,Medium (50k-500k)
Lillooet,Canada,North America,-121.875,50.96080063,73.20261438,0,7,BSk,"Arid, steppe, cold",2893,Small (<50k)
Salinas,United States of America,North America,-121.5,36.4483928,88.88888889,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",156784,Medium (50k-500k)
Sacramento,United States of America,North America,-121.5,38.69136612,81.69934641,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",1604000,Very Large (>1M)
Sacramento,United States of America,North America,-121.5,38.69136612,55.55555556,3.906014125,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",1604000,Very Large (>1M)
Chico,United States of America,North America,-121.5,39.81285237,78.43137255,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",95888,Medium (50k-500k)
Chico,United States of America,North America,-121.5,39.81285237,64.70588235,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",95888,Medium (50k-500k)
Klamath Falls,United States of America,North America,-121.5,42.05582395,79.08496732,0,7,BSk,"Arid, steppe, cold",42978,Small (<50k)
Klamath Falls,United States of America,North America,-121.5,42.05582395,66.0130719,0,7,BSk,"Arid, steppe, cold",42978,Small (<50k)
Bend,United States of America,North America,-121.5,44.29879413,62.74509804,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",75441,Medium (50k-500k)
Bend,United States of America,North America,-121.5,44.29879413,74.50980392,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",75441,Medium (50k-500k)
Stockton,United States of America,North America,-121.25,38.16753927,83.00653595,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",685306,Large (500k-1M)
Yuba City,United States of America,North America,-121.25,39,58.82352941,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",116217,Medium (50k-500k)
Yuba City,United States of America,North America,-121.25,39.10994764,85.62091503,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",116217,Medium (50k-500k)
Bend,United States of America,North America,-121.25,43.82198953,85.62091503,0,18,Dsb,"Cold, dry summer, warm summer",75441,Medium (50k-500k)
Fort Simpson,Canada,North America,-121.25,61.72774869,87.58169935,0,25,Dfa,"Cold, no dry season, hot summer",283,Small (<50k)
Paso Robles,United States of America,North America,-120.9375,35.625,75.16339869,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",27157,Small (<50k)
Paso Robles,United States of America,North America,-120.9375,35.71953248,94.77124183,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",27157,Small (<50k)
Modesto,United States of America,North America,-120.9375,37.67308963,92.81045752,0,6,BSh,"Arid, steppe, hot",323386,Medium (50k-500k)
Modesto,United States of America,North America,-120.9375,37.86997958,71.24183007,0,6,BSh,"Arid, steppe, hot",323386,Medium (50k-500k)
Stockton,United States of America,North America,-120.9375,38.125,42.48366013,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",685306,Large (500k-1M)
Bend,United States of America,North America,-120.9375,44.12409297,93.46405229,0,7,BSk,"Arid, steppe, cold",75441,Medium (50k-500k)
Fort Simpson,Canada,North America,-120.9375,61.875,33.33333333,0,25,Dfa,"Cold, no dry season, hot summer",283,Small (<50k)
San Luis Obispo,United States of America,North America,-120.375,35.32690576,85.62091503,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",65386,Medium (50k-500k)
San Luis Obispo,United States of America,North America,-120.375,35.32690576,93.46405229,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",65386,Medium (50k-500k)
Merced,United States of America,North America,-120.375,37.56987959,62.09150327,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",96091,Medium (50k-500k)
Merced,United States of America,North America,-120.375,37.56987959,84.31372549,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",96091,Medium (50k-500k)
Yakima,United States of America,North America,-120.375,46.54176268,56.8627451,0,5,BWk,"Arid, desert, cold",99287,Medium (50k-500k)
Yakima,United States of America,North America,-120.375,46.54176268,77.12418301,0,5,BWk,"Arid, desert, cold",99287,Medium (50k-500k)
Wenatchee,United States of America,North America,-120.375,47.66324626,75.16339869,0,17,Dsa,"Cold, dry summer, hot summer",62625,Medium (50k-500k)
Santa Barbara,United States of America,North America,-120,34.5072403,73.20261438,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",181632,Medium (50k-500k)
Santa Barbara,United States of America,North America,-120,34.50724334,64.05228758,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",181632,Medium (50k-500k)
Santa Maria,United States of America,North America,-120,35,83.00653595,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",110705,Medium (50k-500k)
Fresno,United States of America,North America,-120,36.75,75.16339869,0,6,BSh,"Arid, steppe, hot",616353,Large (500k-1M)
Fresno,United States of America,North America,-120,36.760563,87.58169935,0,6,BSh,"Arid, steppe, hot",616353,Large (500k-1M)
Fresno,United States of America,North America,-120,36.93491964,68.62745098,0,6,BSh,"Arid, steppe, hot",616353,Large (500k-1M)
Carson City,United States of America,North America,-120,39.10994764,85.62091503,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",57341,Medium (50k-500k)
Carson City,United States of America,North America,-120,39.295776,97.38562092,0,18,Dsb,"Cold, dry summer, warm summer",57341,Medium (50k-500k)
Reno,United States of America,North America,-120,39.49367089,34.64052288,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",328585,Medium (50k-500k)
Reno,United States of America,North America,-120,39.74009906,70.58823529,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",328585,Medium (50k-500k)
Reno,United States of America,North America,-120,39.75,69.28104575,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",328585,Medium (50k-500k)
Wenatchee,United States of America,North America,-120,47.22057036,69.93464052,0,5,BWk,"Arid, desert, cold",62625,Medium (50k-500k)
Wenatchee,United States of America,North America,-120,47.25,64.05228758,0,5,BWk,"Arid, desert, cold",62625,Medium (50k-500k)
Wenatchee,United States of America,North America,-120,47.5,82.35294118,0,7,BSk,"Arid, steppe, cold",62625,Medium (50k-500k)
Wenatchee,United States of America,North America,-120,47.56392575,74.50980392,0,5,BWk,"Arid, desert, cold",62625,Medium (50k-500k)
Wenatchee,United States of America,North America,-120,47.56393051,73.20261438,0,5,BWk,"Arid, desert, cold",62625,Medium (50k-500k)
Wenatchee,United States of America,North America,-120,47.59162304,88.23529412,0,7,BSk,"Arid, steppe, cold",62625,Medium (50k-500k)
Wenatchee,United States of America,North America,-120,47.59493671,48.36601307,0,7,BSk,"Arid, steppe, cold",62625,Medium (50k-500k)
Penticton,Canada,North America,-120,49.42914963,76.47058824,0,26,Dfb,"Cold, no dry season, warm summer",37721,Small (<50k)
Penticton,Canada,North America,-120,49.4291537,71.89542484,0,26,Dfb,"Cold, no dry season, warm summer",37721,Small (<50k)
Penticton,Canada,North America,-120,49.43662,89.54248366,0,26,Dfb,"Cold, no dry season, warm summer",37721,Small (<50k)
Penticton,Canada,North America,-120,49.47643979,87.58169935,0,26,Dfb,"Cold, no dry season, warm summer",37721,Small (<50k)
Kamloops,Canada,North America,-120,50.704224,90.19607843,0,25,Dfa,"Cold, no dry season, hot summer",68714,Medium (50k-500k)
Dawson Creek,Canada,North America,-120,55.636081,79.08496732,0,26,Dfb,"Cold, no dry season, warm summer",10802,Small (<50k)
Dawson Creek,Canada,North America,-120,55.69620253,39.86928105,0,26,Dfb,"Cold, no dry season, warm summer",10802,Small (<50k)
Dawson Creek,Canada,North America,-120,55.774647,87.58169935,0,26,Dfb,"Cold, no dry season, warm summer",10802,Small (<50k)
Delano,United States of America,North America,-119.53125,35.71953248,94.11764706,0,4,BWh,"Arid, desert, hot",44757,Small (<50k)
Kelowna,Canada,North America,-119.53125,49.72711456,83.66013072,0,17,Dsa,"Cold, dry summer, hot summer",125109,Medium (50k-500k)
Bakersfield,United States of America,North America,-119.25,35.32690576,74.50980392,0,4,BWh,"Arid, desert, hot",443129,Medium (50k-500k)
Bakersfield,United States of America,North America,-119.25,35.32690576,90.19607843,0,4,BWh,"Arid, desert, hot",443129,Medium (50k-500k)
Visalia,United States of America,North America,-119.25,36.4483928,89.54248366,0,6,BSh,"Arid, steppe, hot",121968,Medium (50k-500k)
John Day,United States of America,North America,-119.25,44.29879413,66.66666667,0,7,BSk,"Arid, steppe, cold",1573,Small (<50k)
John Day,United States of America,North America,-119.25,44.29879413,73.20261438,0,7,BSk,"Arid, steppe, cold",1573,Small (<50k)
Richland,United States of America,North America,-119.25,46.54176268,61.4379085,0,5,BWk,"Arid, desert, cold",44869,Small (<50k)
Richland,United States of America,North America,-119.25,46.54176268,74.50980392,0,5,BWk,"Arid, desert, cold",44869,Small (<50k)
Kelowna,Canada,North America,-119.25,49.90621184,76.47058824,0,26,Dfb,"Cold, no dry season, warm summer",125109,Medium (50k-500k)
Kelowna,Canada,North America,-119.25,49.90621184,62.74509804,0,26,Dfb,"Cold, no dry season, warm summer",125109,Medium (50k-500k)
Bakersfield,United States of America,North America,-119.0625,35.06479941,68.62745098,0,4,BWh,"Arid, desert, hot",443129,Medium (50k-500k)
Delano,United States of America,North America,-119.0625,35.625,49.01960784,0,6,BSh,"Arid, steppe, hot",44757,Small (<50k)
Delano,United States of America,North America,-119.0625,35.99985958,69.28104575,0,6,BSh,"Arid, steppe, hot",44757,Small (<50k)
John Day,United States of America,North America,-119.0625,44.375,32.67973856,0,7,BSk,"Arid, steppe, cold",1573,Small (<50k)
John Day,United States of America,North America,-119.0625,44.41539505,63.39869281,0,7,BSk,"Arid, steppe, cold",1573,Small (<50k)
Pendleton,United States of America,North America,-119.0625,45.625,37.90849673,0,7,BSk,"Arid, steppe, cold",16799,Small (<50k)
Kennewick,United States of America,North America,-119.0625,46.28551215,64.70588235,0,5,BWk,"Arid, desert, cold",102504,Medium (50k-500k)
Bakersfield,United States of America,North America,-118.75,35.34031414,79.08496732,0,6,BSh,"Arid, steppe, hot",443129,Medium (50k-500k)
Bishop,United States of America,North America,-118.75,37.22513089,86.92810458,0,18,Dsb,"Cold, dry summer, warm summer",4827,Small (<50k)
Pendleton,United States of America,North America,-118.75,45.70680628,85.62091503,0,7,BSk,"Arid, steppe, cold",16799,Small (<50k)
Grand Prairie,Canada,North America,-118.75,55,52.2875817,0,25,Dfa,"Cold, no dry season, hot summer",41462,Small (<50k)
Grand Prairie,Canada,North America,-118.75,55.13089005,93.46405229,0,25,Dfa,"Cold, no dry season, hot summer",41462,Small (<50k)
