city,country,q10,lon,lat,koppen_geiger_class,climate_class_label,climate_class_description,nearest_city_pop_max,pop_group
Tucuruí,Brazil,0.070390067,-49.65333,-3.75778,2,Am,"Tropical, monsoon",76337,Medium (50k-500k)
Conceição do Araguaia,Brazil,0.002709628,-49.2594,-8.2694,3,Aw,"Tropical, savannah",27115,Small (<50k)
Principe da Beira,Brazil,0.778919643,-64.4253,-12.4267,3,Aw,"Tropical, savannah",956,Small (<50k)
Araguaína,Brazil,8.022867852,-48.6197,-7.1544,3,Aw,"Tropical, savannah",50444,Medium (50k-500k)
Santissima Trindade,Brazil,40.51242462,-59.9581,-15.0092,3,Aw,"Tropical, savannah",16271,Small (<50k)
Aripuanã,Brazil,8.668397617,-59.4644,-10.1675,3,Aw,"Tropical, savannah",26983,Small (<50k)
Londrina,Brazil,0.119450274,-50.98194,-23.25139,3,Aw,"Tropical, savannah",520238,Large (500k-1M)
Criciúma,Brazil,0.060565915,-49.1067,-28.4194,1,Af,"Tropical, rainforest",92275,Medium (50k-500k)
Icó,Brazil,42.22022676,-38.8672,-6.4067,6,BSh,"Arid, steppe, hot",28323,Small (<50k)
Jequié,Brazil,15.96840644,-40.08333,-13.86667,6,BSh,"Arid, steppe, hot",135574,Medium (50k-500k)
Ilhéus,Brazil,0.007263646,-39.29611,-14.815,1,Af,"Tropical, rainforest",221938,Medium (50k-500k)
Canavieiras,Brazil,0.20623945,-39.30806,-15.55889,2,Am,"Tropical, monsoon",26375,Small (<50k)
Santa Maria da Vitória,Brazil,12.91657636,-44.28556,-13.56,6,BSh,"Arid, steppe, hot",23488,Small (<50k)
Campos,Brazil,0.011623274,-41.3003,-21.7533,3,Aw,"Tropical, savannah",387417,Medium (50k-500k)
Aracaju,Brazil,14.30429347,-37.34694,-10.94306,3,Aw,"Tropical, savannah",685356,Large (500k-1M)
Norway House,Canada,14.01195167,-97.672226,53.78611,25,Dfa,"Cold, no dry season, hot summer",6000,Small (<50k)
Red Deer,Canada,9.795852089,-114.13889,52.02778,25,Dfa,"Cold, no dry season, hot summer",74857,Medium (50k-500k)
Kamloops,Canada,1.035070978,-120.24111,51.04139,7,BSk,"Arid, steppe, cold",68714,Medium (50k-500k)
Fort Simpson,Canada,14.87313579,-121.24111,61.445835,25,Dfa,"Cold, no dry season, hot summer",283,Small (<50k)
Laranjal do Jari,Brazil,0.196504863,-52.5692,-0.5678,2,Am,"Tropical, monsoon",45000,Small (<50k)
Moosonee,Canada,1.582025426,-80.76667,51.083332,25,Dfa,"Cold, no dry season, hot summer",1725,Small (<50k)
Gaspé,Canada,3.614607279,-64.625,48.834167,25,Dfa,"Cold, no dry season, hot summer",3677,Small (<50k)
Mingan,Canada,1.324026379,-64.4258,50.3775,26,Dfb,"Cold, no dry season, warm summer",588,Small (<50k)
Dolbeau,Canada,8.856947584,-72.047775,48.814167,25,Dfa,"Cold, no dry season, hot summer",13337,Small (<50k)
Fredericton,Canada,2.320099415,-66.611115,46.12583,25,Dfa,"Cold, no dry season, hot summer",52337,Medium (50k-500k)
Gander,Canada,1.967464778,-54.85361,49.015278,26,Dfb,"Cold, no dry season, warm summer",3345,Small (<50k)
Iguape,Brazil,1.366175864,-47.63333,-24.31667,1,Af,"Tropical, rainforest",53273,Medium (50k-500k)
Bridgeport,United States of America,1.735804145,-73.1676,41.384,14,Cfa,"Temperate, no dry season, hot summer",174236,Medium (50k-500k)
Manchester,United Kingdom,0.436658575,-2.266412,53.48525,15,Cfb,"Temperate, no dry season, warm summer",2230000,Very Large (>1M)
Missoula,United States of America,4.145186074,-113.9323,46.8771,7,BSk,"Arid, steppe, cold",72856,Medium (50k-500k)
Fargo,United States of America,14.07780266,-96.7959,46.6597,25,Dfa,"Cold, no dry season, hot summer",162842,Medium (50k-500k)
Olympia,United States of America,0.02783662,-123.3138,46.9379,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",156984,Medium (50k-500k)
Kansas City,United States of America,0.044776048,-94.588,39.1119,14,Cfa,"Temperate, no dry season, hot summer",1469000,Very Large (>1M)
Tulsa,United States of America,19.24667107,-96.0064,36.1406,14,Cfa,"Temperate, no dry season, hot summer",946962,Large (500k-1M)
Corpus Christi,United States of America,10.45288234,-97.6253,27.8831,6,BSh,"Arid, steppe, hot",277454,Medium (50k-500k)
Burlington,United States of America,3.029714063,-73.0726,44.6792,25,Dfa,"Cold, no dry season, hot summer",93807,Medium (50k-500k)
Tallahassee,United States of America,0.513061419,-84.3841,30.5541,14,Cfa,"Temperate, no dry season, hot summer",221222,Medium (50k-500k)
Savannah,United States of America,0.565928735,-81.4159,32.1916,14,Cfa,"Temperate, no dry season, hot summer",180187,Medium (50k-500k)
Indianapolis,United States of America,0.108788604,-86.0167,40.0473,14,Cfa,"Temperate, no dry season, hot summer",1436000,Very Large (>1M)
Richmond,United States of America,1.9359812,-77.4753,37.2252,14,Cfa,"Temperate, no dry season, hot summer",118577,Medium (50k-500k)
Donetsk,Ukraine,1.958911087,38.144722,48.15333,7,BSk,"Arid, steppe, cold",396885,Medium (50k-500k)
Nukus,Uzbekistan,0.624390958,59.7,42.28,5,BWk,"Arid, desert, cold",230006,Medium (50k-500k)
Andijan,Uzbekistan,0.175619016,72.1,41.17,4,BWh,"Arid, desert, hot",23594,Small (<50k)
Chitungwiza,Zimbabwe,0.604619034,30.766666,-18.25,6,BSh,"Arid, steppe, hot",340360,Medium (50k-500k)
Birmingham,United Kingdom,1.316922755,-1.942928,52.092003,15,Cfb,"Temperate, no dry season, warm summer",2285000,Very Large (>1M)
Sundsvall,Sweden,0.803844849,16.9619,62.3636,26,Dfb,"Cold, no dry season, warm summer",73389,Medium (50k-500k)
Mbabane,eSwatini,5.292103757,31.09,-26.381666,11,Cwa,"Temperate, dry winter, hot summer",90138,Medium (50k-500k)
Ciudad del Este,Paraguay,0.000202942,-54.43306,-25.68306,1,Af,"Tropical, rainforest",440455,Medium (50k-500k)
Bilbao,Spain,0.159836397,-2.89438,43.24813,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",875552,Large (500k-1M)
Kristiansand,Norway,0.524410306,8.20306,58.33046,15,Cfb,"Temperate, no dry season, warm summer",63814,Medium (50k-500k)
Ljubljana,Slovenia,0.976029095,14.5492,46.0539,14,Cfa,"Temperate, no dry season, hot summer",314807,Medium (50k-500k)
Bratislava,Slovakia,4.45846905,17.0925,47.94611,14,Cfa,"Temperate, no dry season, hot summer",423737,Medium (50k-500k)
Upington,South Africa,0.442964099,21.239235,-28.457905,4,BWh,"Arid, desert, hot",71373,Medium (50k-500k)
Worcester,South Africa,4.004018522,19.267221,-33.421665,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",127597,Medium (50k-500k)
Tete,Mozambique,0.000781495,33.591667,-16.15,6,BSh,"Arid, steppe, hot",129316,Medium (50k-500k)
Welkom,South Africa,0.838667855,26.418056,-28.144444,6,BSh,"Arid, steppe, hot",431944,Medium (50k-500k)
East London,South Africa,2.647791561,27.855333,-32.801918,3,Aw,"Tropical, savannah",338627,Medium (50k-500k)
Krasnodar,Russia,2.221851861,38.976944,45.03278,14,Cfa,"Temperate, no dry season, hot summer",649851,Large (500k-1M)
Orenburg,Russia,35.24266315,55.1,51.68,7,BSk,"Arid, steppe, cold",550204,Large (500k-1M)
Daejeon,South Korea,0.198045732,127.12639,36.46361,11,Cwa,"Temperate, dry winter, hot summer",1468000,Very Large (>1M)
Angarsk,Russia,9.335560315,104.11042,52.16042,21,Dwa,"Cold, dry winter, hot summer",586695,Large (500k-1M)
Kyzyl,Russia,0.083538632,94.4,51.72,7,BSk,"Arid, steppe, cold",108240,Medium (50k-500k)
Ulan-Ude,Russia,0.832946281,107.48,52.03,7,BSk,"Arid, steppe, cold",360278,Medium (50k-500k)
Yuzhno Sakhalinsk,Russia,0.003497221,142.59,47.33,26,Dfb,"Cold, no dry season, warm summer",11989,Small (<50k)
Culiacán,Mexico,0.921658002,-107.3819,24.925,6,BSh,"Arid, steppe, hot",809000,Large (500k-1M)
Matamoros,Mexico,3.532547807,-97.52,25.9,6,BSh,"Arid, steppe, hot",181399,Medium (50k-500k)
Malmö,Sweden,1.629130518,13.0767,55.7796,15,Cfb,"Temperate, no dry season, warm summer",269349,Medium (50k-500k)
Manizales,Colombia,0.230090704,-75.88,4.88,1,Af,"Tropical, rainforest",134827,Medium (50k-500k)
Shizuishan,China,0.039400777,106.6667,39.13333,5,BWk,"Arid, desert, cold",136570,Medium (50k-500k)
Miyazaki,Japan,0.063524828,131.1,31.86,14,Cfa,"Temperate, no dry season, hot summer",324384,Medium (50k-500k)
Kōchi,Japan,3.025141565,133.42,33.55,14,Cfa,"Temperate, no dry season, hot summer",335570,Medium (50k-500k)
Nagoya,Japan,0.743458993,136.97,35.4,14,Cfa,"Temperate, no dry season, hot summer",412895,Medium (50k-500k)
Nagano,Japan,0.11407949,138.14,36.62,14,Cfa,"Temperate, no dry season, hot summer",594311,Large (500k-1M)
Kyoto,Japan,10.75434082,135.72,34.9,14,Cfa,"Temperate, no dry season, hot summer",1805000,Very Large (>1M)
Sendai,Japan,0.03284134,140.77,38.06,14,Cfa,"Temperate, no dry season, hot summer",2250000,Very Large (>1M)
Sakata,Japan,1.888799138,139.91,38.88,14,Cfa,"Temperate, no dry season, hot summer",100446,Medium (50k-500k)
Blantyre,Malawi,1.983366556,34.81,-16.03,6,BSh,"Arid, steppe, hot",584877,Large (500k-1M)
Bordeaux,France,2.85750881,-0.872012,44.547195,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",803000,Large (500k-1M)
Rovaniemi,Finland,0.77684974,26.126963,66.49283,26,Dfb,"Cold, no dry season, warm summer",34781,Small (<50k)
Vaasa,Finland,0.585339342,21.8842,63.092,15,Cfb,"Temperate, no dry season, warm summer",57014,Medium (50k-500k)
Tampere,Finland,1.916609299,23.7629,61.5003,26,Dfb,"Cold, no dry season, warm summer",259279,Medium (50k-500k)
Oskemen,Kazakhstan,0.162754384,82.82292,50.00208,25,Dfa,"Cold, no dry season, hot summer",319067,Medium (50k-500k)
Ahvaz,Iran,1.543076795,48.433334,31.5,4,BWh,"Arid, desert, hot",996000,Large (500k-1M)
Rio Branco,Brazil,0.586188461,-67.8008,-9.975,2,Am,"Tropical, monsoon",257642,Medium (50k-500k)
Porto Velho,Brazil,0.011326617,-63.9169,-8.7483,3,Aw,"Tropical, savannah",306180,Medium (50k-500k)
Belo Horizonte,Brazil,1.842326821,-43.8228,-20.0239,3,Aw,"Tropical, savannah",88399,Medium (50k-500k)
Alta Floresta,Brazil,4.28439965,-55.57,-10.1125,3,Aw,"Tropical, savannah",40466,Small (<50k)
Barreiras,Brazil,34.65014372,-45.12222,-12.41056,3,Aw,"Tropical, savannah",158292,Medium (50k-500k)
Thompson,Canada,2.115930456,-97.8917,55.7444,25,Dfa,"Cold, no dry season, hot summer",13727,Small (<50k)
Brandon,Canada,5.6632103,-100.10278,49.872223,25,Dfa,"Cold, no dry season, hot summer",28418,Small (<50k)
Fort Smith,Canada,37.58333121,-111.52084,59.87639,26,Dfb,"Cold, no dry season, warm summer",518,Small (<50k)
El Calafate,Argentina,0.077413918,-71.9,-50.27,5,BWk,"Arid, desert, cold",8000,Small (<50k)
San Juan,Argentina,28.99333307,-68.63,-31.52,4,BWh,"Arid, desert, hot",447048,Medium (50k-500k)
Tucumán,Argentina,4.470890742,-65.22,-26.52,11,Cwa,"Temperate, dry winter, hot summer",830000,Large (500k-1M)
Campinas,Brazil,4.291237853,-47.18333,-23.11667,3,Aw,"Tropical, savannah",320170,Medium (50k-500k)
Battambang,Cambodia,0.370570705,103.1,12.8167,3,Aw,"Tropical, savannah",154773,Medium (50k-500k)
Brest,Belarus,1.926793532,23.4675,52.10361,14,Cfa,"Temperate, no dry season, hot summer",300715,Medium (50k-500k)
Katherine,Australia,0.014458509,132.2567,-14.4633,3,Aw,"Tropical, savannah",10141,Small (<50k)
Busselton,Australia,0.924656684,115.734,-33.479,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",26998,Small (<50k)
Mandurah,Australia,1.650096557,116.0843,-32.7722,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",73356,Medium (50k-500k)
Albany,Australia,2.726218612,118,-34.8861,6,BSh,"Arid, steppe, hot",26445,Small (<50k)
Dubbo,Australia,5.166215818,148.4549,-32.1442,6,BSh,"Arid, steppe, hot",31574,Small (<50k)
Armidale,Australia,3.679833933,151.7133,-30.681,14,Cfa,"Temperate, no dry season, hot summer",22673,Small (<50k)
Portland,Australia,5.439797605,141.77,-38.15,9,Csb,"Temperate, dry summer, warm summer",11808,Small (<50k)
Bendigo,Australia,0.412766466,144.555,-36.6292,6,BSh,"Arid, steppe, hot",81657,Medium (50k-500k)
Cairns,Australia,4.712581389,145.76,-17.13,2,Am,"Tropical, monsoon",154225,Medium (50k-500k)
Gold Coast,Australia,7.429274716,153.11,-27.91,3,Aw,"Tropical, savannah",527660,Large (500k-1M)
Gaza City,Palestine,11.49044752,34.74,31.22,4,BWh,"Arid, desert, hot",206408,Medium (50k-500k)
Bismarck,United States of America,2.8489139,-100.8214,46.8142,7,BSk,"Arid, steppe, cold",63871,Medium (50k-500k)
Boise,United States of America,3.095929995,-116.4426,43.9304,7,BSk,"Arid, steppe, cold",132476,Medium (50k-500k)
Sacramento,United States of America,1.041996262,-121.5055,38.5866,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",1604000,Very Large (>1M)
Las Vegas,United States of America,0.035663331,-114.7386,36.0153,4,BWh,"Arid, desert, hot",15479,Small (<50k)
Omaha,United States of America,4.136225001,-95.9225,41.2589,14,Cfa,"Temperate, no dry season, hot summer",101805,Medium (50k-500k)
Pierre,United States of America,4.635513601,-100.3843,44.3266,7,BSk,"Arid, steppe, cold",13879,Small (<50k)
Raleigh,United States of America,3.477759829,-78.4058,35.6474,14,Cfa,"Temperate, no dry season, hot summer",1163515,Very Large (>1M)
Cincinnati,United States of America,1.552345634,-84.5722,39.3912,14,Cfa,"Temperate, no dry season, hot summer",1636000,Very Large (>1M)
Buffalo,United States of America,3.361750278,-78.935,42.464,14,Cfa,"Temperate, no dry season, hot summer",1016000,Very Large (>1M)
Lusaka,Zambia,0.330404932,28.2166,-15.8166,6,BSh,"Arid, steppe, hot",47554,Small (<50k)
Glasgow,United Kingdom,1.297078537,-4.575982,55.98877,15,Cfb,"Temperate, no dry season, warm summer",74635,Medium (50k-500k)
Dushanbe,Tajikistan,0.008145944,68.81458,38.76042,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",1086244,Very Large (>1M)
Trondheim,Norway,0.837033417,10.39023,63.3849,15,Cfb,"Temperate, no dry season, warm summer",147139,Medium (50k-500k)
Kathmandu,Nepal,4.357299837,85.14,27.86,3,Aw,"Tropical, savannah",895000,Large (500k-1M)
Bloemfontein,South Africa,0.00017618,26.321112,-28.94861,6,BSh,"Arid, steppe, hot",463064,Medium (50k-500k)
Pretoria,South Africa,1.2410716,27.90983,-25.81056,6,BSh,"Arid, steppe, hot",122497,Medium (50k-500k)
Port Elizabeth,South Africa,0.263343624,25.386389,-33.771915,6,BSh,"Arid, steppe, hot",228912,Medium (50k-500k)
Volgograd,Russia,17.64683456,44.585835,48.80472,7,BSk,"Arid, steppe, cold",984000,Large (500k-1M)
Ufa,Russia,1.210457712,55.98958,54.67708,25,Dfa,"Cold, no dry season, hot summer",1018000,Very Large (>1M)
Irkutsk,Russia,9.335560315,104.11042,52.16042,21,Dwa,"Cold, dry winter, hot summer",586695,Large (500k-1M)
Chita,Russia,9.216857223,113.68,51.93,21,Dwa,"Cold, dry winter, hot summer",308500,Medium (50k-500k)
Veracruz,Mexico,0.050484994,-96.36,19.3617,3,Aw,"Tropical, savannah",578963,Large (500k-1M)
Tuxtla Gutiérrez,Mexico,1.867661122,-93.55,16.7,3,Aw,"Tropical, savannah",481128,Medium (50k-500k)
Valencia,Spain,1.430404638,-0.41044,39.18695,6,BSh,"Arid, steppe, hot",808000,Large (500k-1M)
Petropavlovsk-Kamchatsky,Russia,0.022483021,158.3833,53.1833,26,Dfb,"Cold, no dry season, warm summer",187282,Medium (50k-500k)
Amman,Jordan,7.74559797,35.88267,32.216473,6,BSh,"Arid, steppe, hot",140689,Medium (50k-500k)
Vilnius,Lithuania,7.173291187,25.2926,54.688,14,Cfa,"Temperate, no dry season, hot summer",542366,Large (500k-1M)
Shantou,China,0.006472631,116.42667,23.285278,3,Aw,"Tropical, savannah",1601000,Very Large (>1M)
Kingston,Jamaica,4.968361878,-76.97837,18.042774,3,Aw,"Tropical, savannah",432704,Medium (50k-500k)
Tallinn,Estonia,0.8085405,24.434723,59.308613,15,Cfb,"Temperate, no dry season, warm summer",394024,Medium (50k-500k)
Lilongwe,Malawi,1.065343278,33.772778,-13.988889,3,Aw,"Tropical, savannah",646750,Large (500k-1M)
Valdivia,Chile,1.142510469,-72.9,-39.55,9,Csb,"Temperate, dry summer, warm summer",15590,Small (<50k)
Vientiane,Laos,9.145520245,102.62,17.9283,3,Aw,"Tropical, savannah",754000,Large (500k-1M)
Manaus,Brazil,12.84138039,-59.8336,-3.1961,2,Am,"Tropical, monsoon",1753000,Very Large (>1M)
Caxias,Brazil,79.83906666,-43.3583,-4.8653,3,Aw,"Tropical, savannah",134640,Medium (50k-500k)
Marabá,Brazil,0.146455496,-49.1244,-5.3386,3,Aw,"Tropical, savannah",166182,Medium (50k-500k)
Ji-Paraná,Brazil,2.300629017,-61.9356,-10.8736,3,Aw,"Tropical, savannah",65016,Medium (50k-500k)
Feira de Santana,Brazil,18.41055048,-39.04611,-12.23306,6,BSh,"Arid, steppe, hot",481911,Medium (50k-500k)
Winnipeg,Canada,0.423759023,-97.1847,49.5536,25,Dfa,"Cold, no dry season, hot summer",9729,Small (<50k)
Calgary,Canada,12.71380322,-114.1,51,7,BSk,"Arid, steppe, cold",1110000,Very Large (>1M)
Whitehorse,Canada,0.153518303,-135.04306,60.71389,7,BSk,"Arid, steppe, cold",23276,Small (<50k)
Boa Vista,Brazil,11.98636238,-60.5711,3.2078,3,Aw,"Tropical, savannah",235150,Medium (50k-500k)
Phnom Penh,Cambodia,1.696613784,104.9425,11.5833,3,Aw,"Tropical, savannah",1466000,Very Large (>1M)
Canberra,Australia,1.649080216,149.31625,-35.3367,14,Cfa,"Temperate, no dry season, hot summer",32602,Small (<50k)
Newcastle,Australia,0.004096399,151.55,-32.73,14,Cfa,"Temperate, no dry season, hot summer",18625,Small (<50k)
Adelaide,Australia,0.340214574,138.773,-34.5616,6,BSh,"Arid, steppe, hot",16362,Small (<50k)
Brisbane,Australia,0.079367829,152.669,-27.4397,14,Cfa,"Temperate, no dry season, hot summer",1860000,Very Large (>1M)
Jerusalem,Israel,25.82837685,35.55,31.84,4,BWh,"Arid, desert, hot",140689,Medium (50k-500k)
Boston,United States of America,1.502708452,-71.2984,42.6459,14,Cfa,"Temperate, no dry season, hot summer",723629,Large (500k-1M)
Tampa,United States of America,7.064805358,-82.2112,27.8722,2,Am,"Tropical, monsoon",2314000,Very Large (>1M)
Philadelphia,United States of America,0.041105304,-75.1885,39.9679,14,Cfa,"Temperate, no dry season, hot summer",5492000,Very Large (>1M)
Detroit,United States of America,5.077908409,-82.9088,42.5959,14,Cfa,"Temperate, no dry season, hot summer",4101000,Very Large (>1M)
Barcelona,Spain,1.457206184,2.200589,41.4506,6,BSh,"Arid, steppe, hot",4920000,Very Large (>1M)
Durban,South Africa,4.454083735,30.869167,-29.71511,3,Aw,"Tropical, savannah",2729000,Very Large (>1M)
St.  Petersburg,Russia,17.19926313,30.529444,59.837223,14,Cfa,"Temperate, no dry season, hot summer",225801,Medium (50k-500k)
Cali,Colombia,2.666148446,-76.42,3.23,2,Am,"Tropical, monsoon",2254000,Very Large (>1M)
Frankfurt,Germany,3.855050353,8.801142,50.278496,14,Cfa,"Temperate, no dry season, hot summer",2895000,Very Large (>1M)
Munich,Germany,0.967526435,11.540251,47.779217,14,Cfa,"Temperate, no dry season, hot summer",1275000,Very Large (>1M)
Hiroshima,Japan,9.933678812,132.44,34.53,14,Cfa,"Temperate, no dry season, hot summer",2045000,Very Large (>1M)
Sapporo,Japan,0.05304463,141.69,43.09,25,Dfa,"Cold, no dry season, hot summer",2544000,Very Large (>1M)
Tel Aviv,Israel,20.85050511,34.91,32.37,6,BSh,"Arid, steppe, hot",3112000,Very Large (>1M)
Helsinki,Finland,1.307892279,24.9843,60.2378,14,Cfa,"Temperate, no dry season, hot summer",1115000,Very Large (>1M)
Brasília,Brazil,1.606937156,-47.66778,-15.94861,3,Aw,"Tropical, savannah",3716996,Very Large (>1M)
Montréal,Canada,0.099912217,-73.2589,45.3983,25,Dfa,"Cold, no dry season, hot summer",3678000,Very Large (>1M)
Recife,Brazil,0.185514315,-35.05,-8.01667,3,Aw,"Tropical, savannah",702621,Large (500k-1M)
Brussels,Belgium,10.36880206,4.642501,50.8029,14,Cfa,"Temperate, no dry season, hot summer",1743000,Very Large (>1M)
Algiers,Algeria,0.001409064,2.82,36.67,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",3354000,Very Large (>1M)
Perth,Australia,43.56099679,116.025,-31.7511,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",1532000,Very Large (>1M)
Denver,United States of America,1.936851421,-104.8683,39.9219,7,BSk,"Arid, steppe, cold",2313000,Very Large (>1M)
Madrid,Spain,2.898815351,-3.58017,40.13715,4,BWh,"Arid, desert, hot",5567000,Very Large (>1M)
Geneva,Switzerland,0.652130905,6.270442,46.149704,14,Cfa,"Temperate, no dry season, hot summer",1240000,Very Large (>1M)
Stockholm,Sweden,0.900123811,18.07,59.3,15,Cfb,"Temperate, no dry season, warm summer",1264000,Very Large (>1M)
Johannesburg,South Africa,1.2410716,27.90983,-25.81056,6,BSh,"Arid, steppe, hot",122497,Medium (50k-500k)
Berlin,Germany,3.420651328,13.41178,52.51458,14,Cfa,"Temperate, no dry season, hot summer",3406000,Very Large (>1M)
Ōsaka,Japan,0.76202222,135.71,34.88,14,Cfa,"Temperate, no dry season, hot summer",1805000,Very Large (>1M)
Kabul,Afghanistan,2.325448291,69.4,34.566666,7,BSk,"Arid, steppe, cold",3277000,Very Large (>1M)
Vienna,Austria,0.57761059,16.474445,48.140556,14,Cfa,"Temperate, no dry season, hot summer",2400000,Very Large (>1M)
Melbourne,Australia,1.917122059,144.8,-37.632,7,BSk,"Arid, steppe, cold",29925,Small (<50k)
London,United Kingdom,0.988902021,-0.30771,51.415443,14,Cfa,"Temperate, no dry season, hot summer",8567000,Very Large (>1M)
Cape Town,South Africa,3.173556598,18.616667,-33.72278,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",3215000,Very Large (>1M)
Tokyo,Japan,4.027855024,139.53,35.64,14,Cfa,"Temperate, no dry season, hot summer",579399,Large (500k-1M)
Paris,France,8.807296132,2.340616,48.66668,7,BSk,"Arid, steppe, cold",85416,Medium (50k-500k)
Santiago,Chile,0.67742184,-70.8836,-33.8111,6,BSh,"Arid, steppe, hot",246762,Medium (50k-500k)
Greymouth,New Zealand,0.075734431,171.29913,-42.452995,15,Cfb,"Temperate, no dry season, warm summer",10100,Small (<50k)
Whakatane,New Zealand,12.79491149,176.99512,-38.005142,14,Cfa,"Temperate, no dry season, hot summer",18700,Small (<50k)
Ashburton,New Zealand,0.310603076,171.6358,-43.506046,15,Cfb,"Temperate, no dry season, warm summer",17700,Small (<50k)
Westport,New Zealand,0.009736117,171.69936,-41.834248,15,Cfb,"Temperate, no dry season, warm summer",3900,Small (<50k)
Hokitika,New Zealand,0.075734431,171.29913,-42.452995,15,Cfb,"Temperate, no dry season, warm summer",10100,Small (<50k)
Whanganui,New Zealand,0.019482394,175.14455,-39.77603,15,Cfb,"Temperate, no dry season, warm summer",43200,Small (<50k)
Hastings,New Zealand,0.013368259,176.87248,-39.59642,14,Cfa,"Temperate, no dry season, hot summer",66100,Medium (50k-500k)
Gisborne,New Zealand,4.459706704,177.87561,-38.4616,14,Cfa,"Temperate, no dry season, hot summer",34300,Small (<50k)
Taupo,New Zealand,4.931890197,176.082,-38.665,15,Cfb,"Temperate, no dry season, warm summer",22600,Small (<50k)
Nelson,New Zealand,0.231701681,173.1829,-41.702,15,Cfb,"Temperate, no dry season, warm summer",60800,Medium (50k-500k)
Invercargill,New Zealand,0.021595786,168.79715,-46.389515,15,Cfb,"Temperate, no dry season, warm summer",49200,Small (<50k)
Napier,New Zealand,0.013368259,176.87248,-39.59642,14,Cfa,"Temperate, no dry season, hot summer",66100,Medium (50k-500k)
Manukau,New Zealand,13.06175072,175.04572,-37.281403,14,Cfa,"Temperate, no dry season, hot summer",26300,Small (<50k)
Hamilton,New Zealand,0.314882257,175.1456,-37.6527,14,Cfa,"Temperate, no dry season, hot summer",148200,Medium (50k-500k)
Blenheim,New Zealand,0.003606804,173.9596,-41.4386,15,Cfb,"Temperate, no dry season, warm summer",30300,Small (<50k)
Pukekohe,New Zealand,13.06175072,175.04572,-37.281403,14,Cfa,"Temperate, no dry season, hot summer",26300,Small (<50k)
Gore,New Zealand,3.749429391,168.9493,-46.1,15,Cfb,"Temperate, no dry season, warm summer",9750,Small (<50k)
Te Anau,New Zealand,3.625154607,167.6852,-45.4799,15,Cfb,"Temperate, no dry season, warm summer",1857,Small (<50k)
Picton,New Zealand,0.003606804,173.9596,-41.4386,15,Cfb,"Temperate, no dry season, warm summer",30300,Small (<50k)
Cambridge,New Zealand,0.314882257,175.1456,-37.6527,14,Cfa,"Temperate, no dry season, hot summer",148200,Medium (50k-500k)
Turangi,New Zealand,4.931890197,176.082,-38.665,15,Cfb,"Temperate, no dry season, warm summer",22600,Small (<50k)
